SVM,Random Forest,Neural Network,kNN,Tree,Linear Regression,LogCoercivity,Composition ID,Reference DOI
1.264560362,-0.39507595,-0.1059641,0.063468262,-0.302585664,1.373787523,0.154296742,1101100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
1.852222871,1.431170139,1.136002209,2.3133759,0.017943031,2.103746096,0.042638511,1100100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
1.555052859,-0.59743132,-0.425394068,-0.011226802,-0.302585664,1.692739021,0.030368498,1101100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
2.263324919,0.784637505,1.279997045,0.432616473,0.53899966,2.485529396,-0.019542266,1101100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
1.082871486,-0.479742505,-0.210310876,-0.024731701,-0.302585664,1.164212104,-0.057296456,1101100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
0.02252005,-0.297289613,-0.016652863,-0.723276953,0.129347337,0.055704295,-0.078534629,1100100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
1.736741735,-0.512764765,-0.091247111,-0.017561125,-0.302585664,1.90231444,-0.105693383,1101100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
1.146806612,-0.479742505,-0.387247575,-0.33121211,-0.302585664,1.268132649,-0.163104524,1101100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
0.344612732,-0.161232506,-0.331526986,-0.776843934,0.129347337,0.293365844,-0.322558593,1100100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
0.437000648,-0.162951551,-0.027335858,0.791121352,0.129347337,0.332342658,-0.416477272,1100100011,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
1.618987986,-0.59743132,-0.626745249,-0.475264354,-0.302585664,1.796659565,-0.634710785,1101100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
1.440386066,-0.736874481,-0.507358871,-0.908150433,0.139331297,1.455462356,-0.788891584,1100100011,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
1.676476753,-0.736874481,-0.303920503,-0.908150433,0.139331297,1.719725814,-0.811397881,1100100011,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
1.025905468,-0.789277523,-0.740929438,-1.413327878,-1.505803122,1.178823992,-1.032915547,1100100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
1.34799815,-0.653220416,-0.90746402,-1.607295642,-1.505803122,1.416485542,-1.126770919,1100100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
1.261996154,-0.789277523,-0.777893551,-1.328451172,-1.505803122,1.443087451,-1.487156547,1100100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
0.875816777,-0.535531601,-0.715025431,-1.463566545,-1.505803122,0.887958625,-1.663598313,1100100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
0.553724094,-0.671588708,-0.530628535,-1.469059027,-1.505803122,0.650297076,-1.719911539,1100100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
0.968204693,-0.619185666,-0.440591741,-0.955801732,0.139331297,0.926935439,-1.81376691,1100100011,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
1.584088836,-0.653220416,-0.745852296,-1.734760216,-1.505803122,1.680749,-2.031517696,1100100111,10.1002/1521-396X(200202)189:3<877::AID-PSSA877>3.0.CO;2-G
3.310115212,2.279958843,2.018657708,1.412107255,2.635226114,3.576892637,3.296371201,1100101001,10.1016/0921-5093(94)90259-3
2.251398671,1.290510628,1.099755912,0.768256447,0.966731456,2.601501713,1.50668421,1100101001,10.1016/0921-5093(94)90259-3
2.427851428,1.494161882,0.769417249,0.768256447,0.280821372,2.764066867,0.764618872,1100101001,10.1016/0921-5093(94)90259-3
3.133662456,1.602039492,1.174197579,1.412107255,0.469975282,3.414327483,0.568189812,1100101001,10.1016/0921-5093(94)90259-3
2.957209699,0.954676358,0.541611916,0.32810985,0.469975282,3.251762329,0.371760752,1100101001,10.1016/0921-5093(94)90259-3
2.780756942,0.61712481,0.516439029,0.149868665,0.280821372,3.089197175,0.044378984,1100101001,10.1016/0921-5093(94)90259-3
2.604304185,0.527130316,0.625785498,0.280821372,0.280821372,2.926632021,0.033466259,1100101001,10.1016/0921-5093(94)90259-3
1.622257992,-0.303481474,-0.434288434,-0.215290214,0.139331297,1.664822069,0.179026661,1100100011,10.1016/j.jallcom.2006.12.133
2.167504066,-0.155036961,-0.554360844,-0.134716168,0.139331297,2.335691455,-0.105360516,1100100011,10.1016/j.jallcom.2006.12.133
2.476659371,0.049803715,-0.0019721,-0.316956603,-0.395083413,2.742297369,-0.60745246,1100100011,10.1016/j.jallcom.2006.12.133
2.322081677,-0.155036961,-0.334801071,-0.316956603,0.139331297,2.538994404,-0.238056835,1100100011,10.1016/j.jallcom.2006.12.133
1.135320217,-0.421781511,-0.295888417,0.032254556,0.139331297,1.330916675,-0.287682072,1100100011,10.1016/j.pnsc.2017.09.002
1.280817758,-0.421781511,-0.107819732,0.15991864,0.139331297,1.498404445,-0.328504067,1100100011,10.1016/j.pnsc.2017.09.002
1.426315298,-0.421781511,0.099811368,-0.221325601,0.139331297,1.665892216,-0.430782916,1100100011,10.1016/j.pnsc.2017.09.002
1.975910448,6.657674606,7.171449164,3.98181842,7.522210197,2.021969878,7.346645808,1100100011,10.1016/S0304-8853(01)00349-3
1.446552178,1.850012884,1.909972436,1.914580423,2.593100826,1.534274416,2.652425369,1100100011,10.1016/S0304-8853(01)00349-3
-0.317975391,1.522714707,1.561569377,1.634708201,1.496028571,-0.091377125,1.965466281,1100100011,10.1016/S0304-8853(01)00349-3
1.623004935,1.743727193,3.05091563,3.98181842,1.84342513,1.69683957,1.946384084,1100100011,10.1016/S0304-8853(01)00349-3
-1.016728308,1.383062235,1.450305702,1.609265272,1.496028571,-0.735135136,1.717397721,1100100011,10.1016/S0304-8853(01)00349-3
-0.670880904,1.522714707,1.483894751,1.609265272,1.496028571,-0.416507433,1.717397721,1100100011,10.1016/S0304-8853(01)00349-3
-1.553144688,1.287320402,1.791227874,1.628347469,1.496028571,-1.229333204,1.583822343,1100100011,10.1016/S0304-8853(01)00349-3
-1.376691932,1.287320402,1.60473214,1.628347469,1.496028571,-1.06676805,1.583822343,1100100011,10.1016/S0304-8853(01)00349-3
0.034930123,1.54116083,1.588744851,1.4375255,1.496028571,0.233753183,1.564740146,1100100011,10.1016/S0304-8853(01)00349-3
0.387835637,1.624071456,1.492047024,1.501132823,1.496028571,0.558883491,1.564740146,1100100011,10.1016/S0304-8853(01)00349-3
0.917193907,1.471699095,0.945580057,1.4375255,1.496028571,1.046578953,1.564740146,1100100011,10.1016/S0304-8853(01)00349-3
-0.847333661,1.383062235,1.445057439,1.609265272,1.496028571,-0.579072588,1.393000374,1100100011,10.1016/S0304-8853(01)00349-3
-0.141522634,1.522714707,1.600406689,1.634708201,1.496028571,0.071188029,1.373918177,1100100011,10.1016/S0304-8853(01)00349-3
0.21138288,1.54116083,1.543148339,1.501132823,1.496028571,0.396318337,1.373918177,1100100011,10.1016/S0304-8853(01)00349-3
0.74074115,1.504307796,1.26890184,1.501132823,1.496028571,0.884013799,1.373918177,1100100011,10.1016/S0304-8853(01)00349-3
1.100704774,1.401927879,0.842868834,1.361196712,1.496028571,1.215646714,1.373918177,1100100011,10.1016/S0304-8853(01)00349-3
1.270099421,1.401927879,1.092690119,1.723758454,1.496028571,1.371709262,1.144931814,1100100011,10.1016/S0304-8853(01)00349-3
-0.10901057,1.073411783,1.218363059,1.327296038,0.139331297,-0.476757561,1.851002388,1100110011,10.1016/S0921-4526(02)01741-6
0.442214435,0.893702974,0.853605684,0.909708382,0.139331297,0.267875333,1.157855207,1100110011,10.1016/S0921-4526(02)01741-6
0.263075752,0.893702974,0.958455305,1.096246978,0.139331297,0.030069642,1.106561913,1100110011,10.1016/S0921-4526(02)01741-6
0.08240274,0.893702974,1.045057494,1.327296038,0.139331297,-0.211204473,1.024323814,1100110011,10.1016/S0921-4526(02)01741-6
0.622887447,0.704478642,0.740266951,0.909708382,0.139331297,0.509149449,0.464708027,1100100011,10.1016/S0921-4526(02)01741-6
4.346458505,3.578597018,3.613992186,3.173383975,5.52502833,4.27793101,2.364473797,1100110010,10.1063/1.3058624
4.243056922,3.248518177,3.388689588,2.746585794,5.52502833,4.099480981,1.880630685,1100110010,10.1063/1.3058624
5.260862328,6.642513438,7.533202931,6.207913109,5.52502833,5.394906767,7.526707618,1100100010,10.1063/1.3058624
4.936685221,6.308408885,6.823633363,6.266228343,5.52502833,4.938589655,7.016811415,1100110010,10.1063/1.3058624
4.833283639,6.375378052,6.251249554,6.067716733,5.52502833,4.760139627,6.905119696,1100110010,10.1063/1.3058624
4.96574897,6.261827121,6.743872678,6.207913109,5.52502833,5.064577444,6.547820167,1100100010,10.1063/1.3058624
4.641571863,5.377741603,5.54392159,4.75267971,5.52502833,4.608260333,4.876753919,1100110010,10.1063/1.3058624
3.756231788,3.019751299,2.309888034,3.469916703,2.353022842,3.617272364,4.73909815,1100110010,10.1063/1.3058624
4.670635611,4.919582165,5.60814946,6.207913109,4.490012389,4.734248121,4.549211543,1100100010,10.1063/1.3058624
4.538170281,5.151243833,4.86754267,4.35565649,5.52502833,4.429810304,4.281219088,1100110010,10.1063/1.3058624
3.652830206,2.911691547,2.008363974,3.40291117,2.353022842,3.438822335,3.391727751,1100110010,10.1063/1.3058624
4.051345146,2.807407355,2.897460979,3.127498719,2.353022842,3.947601687,2.278924209,1100110010,10.1063/1.3058624
3.947943564,2.699347603,2.569835637,2.450088681,2.353022842,3.769151658,2.077907608,1100110010,10.1063/1.3058624
2.556774956,1.051265608,1.529987368,0.496298692,2.420153674,2.970980288,0.405465108,1100100001,10.1063/1.342149
1.850602237,0.067019582,-0.120014689,-0.566341886,-1.550270915,2.584715593,-0.021427947,1100100011,10.1063/1.342149
1.387023806,-0.040928674,0.047841838,0.15991864,0.139331297,1.724588985,0.09531018,1100100011,10.1063/1.342149
2.185375328,0.121658049,0.769287254,-0.389475166,0.139331297,2.298028842,-0.588607001,1100100011,10.1063/1.342149
1.660979368,-0.303481474,-0.419837948,-0.317009038,0.139331297,1.337596413,-0.371208619,1100100011,10.1063/1.342149
-0.510901493,0.128317226,0.470904269,-0.152868542,0.129347337,-0.530440292,-0.003878603,1100100011,10.1063/1.352574
-0.52538457,0.128317226,0.509514007,-0.152868542,0.129347337,-0.547206839,-0.150614652,1101100011,10.1063/1.352574
-0.532684041,0.111210344,0.327307174,-0.188363988,0.129347337,-0.499815015,-0.25710099,1101100011,10.1063/1.352574
-0.580550171,0.111210344,0.337864588,-0.188363988,0.129347337,-0.528152956,-0.304112371,1101100011,10.1063/1.352574
4.163663785,2.623044886,2.909219645,1.583444223,4.831658349,3.709431034,1.029619417,1100110010,10.1063/1.3535169
4.024476968,2.761469121,2.791362804,1.907845989,2.353022842,3.607454563,1.783496368,1100110010,10.1063/1.3535169
5.763600086,8.450850126,8.40499752,8.266825528,8.594122481,6.476278921,8.702654596,1100100000,10.1063/1.3535169
5.527509399,8.431917817,7.844813334,8.266825528,8.594122481,6.212015463,8.485590366,1100100000,10.1063/1.3535169
5.219350389,7.823223183,8.481956592,8.034146084,5.52502833,5.101077942,8.443718998,1100100010,10.1063/1.3535169
5.040908039,8.342734947,8.680425979,8.118781637,8.378224381,5.511182459,8.431274201,1100110000,10.1063/1.3535169
4.804817352,7.71119578,7.973343611,8.118781637,8.378224381,5.246919,8.32517456,1100110000,10.1063/1.3535169
4.496658341,7.081317755,5.26041565,5.250507725,5.52502833,4.13598148,8.3080288,1100110010,10.1063/1.3535169
4.865214359,7.715828107,7.421213841,7.191191761,7.829359627,4.704682755,8.216669776,1100100010,10.1063/1.3535169
5.409464056,7.242686969,7.581013263,7.632772524,7.606063887,6.079883734,7.612231624,1100100000,10.1063/1.3535169
4.686772009,6.41728716,7.540905266,7.52997692,7.606063887,5.114787271,7.599896151,1100110000,10.1063/1.3535169
4.747169015,6.664930858,6.924115894,7.191191761,7.829359627,4.572551026,7.442049477,1100100010,10.1063/1.3535169
5.291418713,6.84494441,7.265879018,7.030794177,4.831658349,5.947752005,6.800495582,1100100000,10.1063/1.3535169
5.173373369,6.482718315,6.94406058,6.712531698,6.668549756,5.815620276,6.679655325,1100100000,10.1063/1.3535169
4.568726665,6.118909611,7.030784191,6.928016794,4.831658349,4.982655542,6.664860047,1100110000,10.1063/1.3535169
5.055328026,6.459692707,6.631679134,6.712531698,6.668549756,5.683488546,6.657444187,1100100000,10.1063/1.3535169
4.450681322,6.180126969,6.544805487,6.53574148,6.44362933,4.850523813,6.519294183,1100110000,10.1063/1.3535169
4.332635979,6.157101361,6.167430671,6.44362933,6.44362933,4.718392084,6.423070209,1100110000,10.1063/1.3535169
4.214590635,6.059530139,5.911262205,6.240497928,6.44362933,4.586260355,6.388523598,1100110000,10.1063/1.3535169
4.81923734,6.135342425,6.194023318,6.365109887,6.218942737,5.419225088,6.341696176,1100100000,10.1063/1.3535169
4.760214668,6.077611988,6.094751925,5.911995367,6.218942737,5.353159224,6.096189298,1100100000,10.1063/1.3535169
4.629123672,5.353514572,6.432078358,6.305497547,4.490012389,4.440419297,5.91485603,1100100010,10.1063/1.3535169
4.096545292,5.817394687,5.662070066,5.946505536,5.725496506,4.454128625,5.909899976,1100110000,10.1063/1.3535169
4.511078329,5.334566469,5.978932819,5.604817199,4.490012389,4.308287567,5.559587133,1100100010,10.1063/1.3535169
4.037522621,5.75966425,5.510777752,5.946505536,5.725496506,4.388062761,5.541093035,1100110000,10.1063/1.3535169
4.393032986,5.334566469,5.463234136,5.220765534,4.490012389,4.176155838,5.340008435,1100100010,10.1063/1.3535169
4.583146653,5.433217665,5.827384947,5.911995367,5.113068538,5.15496163,5.298100626,1100100000,10.1063/1.3535169
3.860454606,5.142092702,5.046546773,5.459676487,5.113068538,4.189865167,4.92803645,1100110000,10.1063/1.3535169
4.274987642,4.810072288,4.872820401,4.840424835,4.490012389,4.044024109,4.762701033,1100100010,10.1063/1.3535169
3.992919936,4.523123284,4.665672576,5.374974124,4.243381285,4.494302984,4.730632448,1100100000,10.1063/1.3535169
4.260567655,4.600638856,3.861118273,3.316216674,5.52502833,3.871718021,4.551781579,1100110010,10.1063/1.3535169
4.215964971,4.678371653,4.595235211,4.840424835,4.490012389,3.977958245,4.418565037,1100100010,10.1063/1.3535169
4.038896956,4.540766949,3.669086,4.509845104,4.490012389,3.779760651,4.348269243,1100100010,10.1063/1.3535169
3.270227889,4.327602549,3.558961507,4.741753202,4.243381285,3.529206521,3.756130121,1100110000,10.1063/1.3535169
3.448670239,4.141000481,2.51750335,4.137315049,4.490012389,3.119102005,3.645110868,1100100010,10.1063/1.3535169
4.201544983,4.01330388,3.504831144,3.316216674,5.52502833,3.805652157,2.891712795,1100110010,10.1063/1.3535169
3.670340938,2.083056859,2.09179727,2.099189915,2.353022842,3.211059376,2.628636943,1100110010,10.1063/1.3535169
4.142522311,2.56545095,3.12828197,2.466564386,2.353022842,3.739586292,2.505155648,1100110010,10.1063/1.3535169
3.788386282,2.083056859,2.267952981,2.475355065,2.353022842,3.343191105,2.501315321,1100110010,10.1063/1.3535169
3.847408953,2.089942786,2.368993502,2.330425229,2.353022842,3.409256969,2.296112933,1100110010,10.1063/1.3535169
3.906431625,2.089942786,2.470925525,2.142392417,2.353022842,3.475322834,2.193847432,1100110010,10.1063/1.3535169
3.552295595,2.058195325,1.941288422,1.994168673,2.353022842,3.078927646,2.164279597,1100110010,10.1063/1.3535169
4.08349964,2.761469121,2.954010507,2.09715891,2.353022842,3.673520428,2.002824715,1100110010,10.1063/1.3535169
3.493272923,2.058195325,1.916122423,1.994168673,2.353022842,3.012861782,1.983542512,1100110010,10.1063/1.3535169
3.965454297,2.089942786,2.617893628,1.971520228,2.353022842,3.541388698,1.937216885,1100110010,10.1063/1.3535169
3.316204908,2.058195325,1.845815135,1.965943249,2.353022842,2.814664188,1.750007639,1100110010,10.1063/1.3535169
3.02109155,2.058195325,1.847220961,1.686672525,2.353022842,2.484334865,1.720758936,1100110010,10.1063/1.3535169
2.725978192,2.024013117,1.862618668,1.689289284,2.353022842,2.154005542,1.589250999,1100110010,10.1063/1.3535169
4.655219809,6.030516796,6.809381415,6.347533611,5.52502833,5.137384516,6.441315212,1100110000,10.1063/1.3535290
3.949408782,5.684590721,5.746221685,5.977343082,5.78977988,4.487123899,6.426507591,1100110000,10.1063/1.3535290
4.514057604,5.884175519,6.517327042,6.347533611,6.300642811,5.007332392,6.396892348,1100110000,10.1063/1.3535290
4.090570987,5.80718776,6.13762204,6.362341232,6.330258053,4.617176022,6.352469485,1100110000,10.1063/1.3535290
4.231733193,5.761101483,6.229077446,6.288303126,6.330258053,4.747228146,6.308046621,1100110000,10.1063/1.3535290
4.372895398,5.840965563,6.35729128,6.303110748,6.300642811,4.877280269,6.204393273,1100110000,10.1063/1.3535290
3.808246576,5.009242971,5.340143038,5.197475033,5.78977988,4.357071776,5.153052169,1100110000,10.1063/1.3535290
4.277999272,4.596274932,3.751479974,3.228061416,5.52502833,4.196089751,4.738438776,1100110010,10.1063/1.3535290
3.484674113,4.710838549,3.882727238,4.02767296,5.52502833,2.972963142,4.427478732,1100110010,10.1063/1.3535290
3.74597992,4.710838549,3.775418012,4.042480581,5.52502833,3.372070979,4.27940252,1100110010,10.1063/1.3535290
3.431026039,3.517570469,3.264977858,4.086903445,3.887000559,3.415777011,4.175749172,1100110010,10.1063/1.3535290
3.289863834,3.517570469,3.572956474,4.086903445,3.887000559,3.285724888,4.057288202,1100110010,10.1063/1.3535290
3.572188245,3.589120685,2.956228219,3.761135779,3.887000559,3.545829134,4.02767296,1100110010,10.1063/1.3535290
3.667084371,4.276065576,4.96206714,5.197475033,3.273667946,4.227019653,4.012865339,1100110000,10.1063/1.3535290
2.63770088,3.678680636,3.456961664,3.805558642,3.786426403,2.192650403,3.820366264,1100110010,10.1063/1.3535290
2.496538675,3.662984558,3.532593609,3.756199905,2.86181573,2.062598279,3.805558643,1100110010,10.1063/1.3535290
2.899006687,3.555636634,3.511232418,3.687097673,3.887000559,2.591758239,3.805558643,1100110010,10.1063/1.3535290
2.778863086,3.581567321,3.285243765,3.682161799,3.786426403,2.322702526,3.790751021,1100110010,10.1063/1.3535290
2.757844481,3.523158585,3.815391444,3.751264032,3.887000559,2.461706116,3.64267481,1100110010,10.1063/1.3535290
3.040168892,3.458523319,3.207726789,3.568636704,3.887000559,2.721810362,3.613059567,1100110010,10.1063/1.3535290
2.920025291,2.990901225,3.217614318,3.494598598,3.786426403,2.452754649,3.435368113,1100110010,10.1063/1.3535290
4.136837066,3.027675508,3.016115184,3.228061416,3.029570077,4.066037627,3.420560492,1100110010,10.1063/1.3535290
3.604817714,3.229602106,3.27943866,2.80851215,3.029570077,3.242018856,3.420560492,1100110010,10.1063/1.3535290
3.343511908,3.034612278,3.461448549,3.001011225,2.287777472,2.842911019,3.376137628,1100110010,10.1063/1.3535290
3.181331098,2.920794469,3.020960836,3.173766805,1.977336808,2.851862486,3.287291901,1100110010,10.1063/1.3535290
3.061187497,2.794493597,3.145975146,2.630820696,3.786426403,2.582806773,3.257676659,1100110010,10.1063/1.3535290
3.71335045,2.710577504,2.613492386,2.838127392,1.977336808,3.675881257,3.079985205,1100110010,10.1063/1.3535290
3.322493303,2.686733176,2.943093481,2.211271429,1.977336808,2.981914609,2.620948948,1100110010,10.1063/1.3535290
3.995674861,2.108537139,2.373318605,2.117489828,1.977336808,3.935985504,1.525184981,1100110010,10.1063/1.3535290
4.255849878,2.035423206,2.545190493,1.478955523,1.977336808,4.341610019,1.504957576,1100110010,10.1063/1.3535290
3.854512655,2.267972218,2.24443325,2.003964733,1.977336808,3.805933381,1.406724012,1100110010,10.1063/1.3535290
3.202349702,2.13237632,3.135315992,2.611077201,2.287777472,2.712858896,1.199417315,1100110010,10.1063/1.3535290
3.728847578,1.819774856,2.593964863,1.031178221,1.977336808,3.520993768,0.842776243,1100110010,10.1063/1.3535290
3.463655509,2.327366149,2.903947128,2.255694293,1.977336808,3.111966732,0.725573438,1100110010,10.1063/1.3535290
-0.166132719,2.024013117,2.250264472,2.205694686,2.353022842,-1.083221822,2.319509169,1100110010,10.1063/1.4868188
-0.107110048,2.024013117,2.240331446,2.253974672,2.353022842,-1.017155957,2.269832307,1100110010,10.1063/1.4868188
3.611318267,2.058195325,2.004049824,1.833683214,2.353022842,3.144993511,2.179586869,1100110010,10.1063/1.4868188
0.010935296,2.024013117,2.218580301,2.253974672,2.353022842,-0.885024228,2.172582541,1100110010,10.1063/1.4868188
-0.225155391,2.024013117,2.260097364,2.205694686,2.353022842,-1.149287686,2.027742581,1100110010,10.1063/1.4868188
0.247025982,2.024013117,2.175078011,2.13503704,2.353022842,-0.62076077,1.962696274,1100110010,10.1063/1.4868188
3.611318267,2.058195325,2.004049824,1.833683214,2.353022842,3.144993511,1.886124269,1100110010,10.1063/1.4868188
3.611318267,2.058195325,2.004049824,1.833683214,2.353022842,3.144993511,1.834683912,1100110010,10.1063/1.4868188
3.611318267,2.058195325,2.004049824,1.833683214,2.353022842,3.144993511,1.83424889,1100110010,10.1063/1.4868188
3.611318267,2.058195325,2.004049824,1.833683214,2.353022842,3.144993511,1.83211684,1100110010,10.1063/1.4868188
3.611318267,2.058195325,2.004049824,1.833683214,2.353022842,3.144993511,1.797370936,1100110010,10.1063/1.4868188
3.174111053,5.647814441,5.736275515,7.077556018,7.10234094,3.659090806,7.217480115,1100100001,10.1109/20.104389
3.292156396,6.627291961,5.77607319,6.853357035,6.671295495,3.791222535,6.967975113,1100100001,10.1109/20.104389
3.41020174,5.750980437,5.754112214,5.87503907,6.671295495,3.923354264,6.374615878,1100100001,10.1109/20.104389
3.05606571,5.647814441,5.121783367,7.10234094,7.10234094,3.526959077,7.047212827,1100100001,10.1109/20.104389
3.05606571,5.647814441,5.121783367,7.10234094,7.10234094,3.526959077,7.042329877,1100100001,10.1109/20.104389
3.528247083,5.118084286,5.728210396,5.562729753,5.562729753,4.055485994,5.800364573,1100100001,10.1109/20.104389
3.528247083,5.118084286,5.728210396,5.562729753,5.562729753,4.055485994,5.45013676,1100100001,10.1109/20.104389
3.882383113,4.863197126,5.648870876,4.81642372,5.124200415,4.451881181,4.077706921,1100100001,10.1109/20.104389
2.938020367,4.825722094,4.222485703,3.232669265,2.420153674,3.394827348,4.585681509,1100100001,10.1109/20.104389
2.938020367,4.825722094,4.222485703,3.232669265,2.420153674,3.394827348,4.535712921,1100100001,10.1109/20.104389
3.528247083,5.118084286,5.728210396,5.562729753,5.562729753,4.055485994,5.437687928,1100100001,10.1109/20.104389
2.413161792,5.685864856,4.83640703,4.527831778,7.541693714,2.550104654,7.056390778,1100100011,10.1109/20.104389
2.212484708,2.848387403,2.474553324,4.527831778,2.737691242,2.325480714,4.309590341,1100100011,10.1109/20.104389
0.913985932,-0.209838632,-0.091531088,0.108288793,0.139331297,0.872031694,0.792992516,1100100011,10.1109/20.104389
2.843584092,2.250507635,3.503047571,3.232669265,2.420153674,3.289121965,0.576613364,1100100001,10.1109/20.104389
2.583884337,1.556536996,1.579376703,1.873047963,2.420153674,2.99843216,0.506817602,1100100001,10.1109/20.104389
1.150076619,-0.269116752,-0.270979373,0.019627292,0.139331297,1.136295152,-0.374213565,1100100011,10.1109/20.104389
1.976394022,0.53055952,-0.094937493,0.457227714,0.139331297,2.061217256,1.25846099,1100100011,10.1109/20.104389
0.82390647,-0.226666326,0.017926526,0.032254556,0.139331297,1.091382212,0.712949808,1100100011,10.1109/20.104389
1.622257992,-0.303481474,-0.434288434,-0.215290214,0.139331297,1.664822069,-0.131750123,1100100011,10.1109/20.104389
1.386167305,-0.303481474,-0.395364863,-0.560468162,0.139331297,1.40055861,-0.568101692,1100100011,10.1109/20.104389
1.858348678,-0.303481474,-0.385291076,0.457227714,0.139331297,1.929085527,0.173953307,1100100011,10.1109/20.104389
1.622257992,-0.303481474,-0.434288434,-0.215290214,0.139331297,1.664822069,-0.200611808,1100100011,10.1109/20.104389
2.684666082,6.269640476,6.486035494,5.766967215,7.541693714,2.854007631,8.026996651,1100100011,10.1109/20.104389
3.038802112,7.548100291,6.999140487,7.297730668,6.933097677,3.250402818,8.022650938,1100100011,10.1109/20.104389
3.510983485,7.650337162,7.494763903,7.281670047,7.665412549,3.778929735,7.978814785,1100100011,10.1109/20.104389
4.691436918,7.746050343,8.660696604,7.665412549,7.665412549,5.100247026,7.640070287,1100100011,10.1109/20.104389
5.871890351,7.676867718,9.788214385,7.665412549,7.665412549,6.421564318,7.377352576,1100100011,10.1109/20.104389
7.305698069,6.805822233,7.465291885,6.717218837,6.955105879,8.283701326,7.072031663,1100100001,10.1109/20.104389
6.125244636,6.805822233,6.469420797,6.717218837,6.955105879,6.962384035,6.838180095,1100100001,10.1109/20.104389
4.944791203,6.213384712,5.73775434,5.546568637,6.412010449,5.641066743,6.241444752,1100100001,10.1109/20.104389
4.47260983,6.068911323,5.598979942,5.546568637,6.412010449,5.112539827,5.827061491,1100100001,10.1109/20.104389
4.1184738,4.725017445,5.590297918,4.825322693,5.124200415,4.716144639,4.571199666,1100100001,10.1109/20.104389
